Date,Location,Latitude,Longitude,SST (°C),pH Level,Bleaching Severity,Species Observed,Marine Heatwave
9/17/2010,Caribbean Sea,-14.66927295,-87.10451917,27.75625768,8.034478143,High,166,FALSE
9/24/2010,South China Sea,5.590848723,-245.9011153,30.77068241,8.048725334,None,169,FALSE
10/1/2010,Red Sea,21.75437789,135.9165178,29.59810198,8.008481222,Low,110,FALSE
10/8/2010,Maldives,7.767785283,-232.5242035,29.96180223,8.161711224,Low,153,FALSE
10/15/2010,Galápagos,22.13978875,-15.95471406,31.15423289,8.023912093,High,88,FALSE
10/22/2010,South China Sea,5.252221911,21.66655634,28.15026552,8.063704324,High,115,FALSE
10/29/2010,Great Barrier Reef,2.102329575,5.566699443,27.45202015,7.986864296,Medium,125,FALSE
11/5/2010,Red Sea,7.188554704,31.35566373,25.61958826,8.035963617,None,56,FALSE
11/12/2010,South China Sea,-0.28665598,-168.8292138,30.06778465,8.02654212,Low,54,FALSE
11/19/2010,Hawaiian Islands,-1.686074111,-30.13527449,26.85767223,7.943975616,High,154,FALSE
11/26/2010,Hawaiian Islands,24.28972386,129.1934581,27.08124261,8.08268459,High,138,TRUE
12/3/2010,Great Barrier Reef,20.5020602,-37.92606557,28.21589356,8.192367128,High,73,FALSE
12/10/2010,Hawaiian Islands,-1.276131393,-162.1860763,28.70641623,8.063791198,High,141,FALSE
12/17/2010,Maldives,10.2180704,169.3706361,29.62385617,8.017506193,None,118,FALSE
12/24/2010,Galápagos,-4.677654388,226.8878113,28.76569273,8.142120099,Medium,159,FALSE
12/31/2010,South China Sea,10.87520678,145.1518308,29.43826649,8.102956838,None,167,FALSE
1/7/2011,Galápagos,13.13240628,69.35286054,31.26288112,7.993744298,High,166,FALSE
1/14/2011,Maldives,16.95188698,226.7541581,27.53318663,8.037893562,None,138,FALSE
1/21/2011,Maldives,-14.17718166,-121.9530076,29.12074501,8.059321857,None,159,TRUE
1/28/2011,Great Barrier Reef,9.11052364,10.92088976,28.61620998,8.123315329,None,154,TRUE
2/4/2011,Red Sea,19.95671719,-234.1433833,28.96297475,8.046510081,High,128,FALSE
2/11/2011,Red Sea,-5.649942659,-5.587770568,29.65821745,8.105560536,None,149,FALSE
2/18/2011,Great Barrier Reef,-4.298635455,72.6643156,26.31031014,8.069058224,Medium,79,FALSE
2/25/2011,Hawaiian Islands,-5.308476298,71.62070294,27.48965763,7.994510037,Medium,68,FALSE
3/4/2011,Galápagos,-2.833357861,122.4910312,28.33066286,8.194369281,None,121,FALSE
3/11/2011,Hawaiian Islands,-15.52754189,22.58505071,29.13928527,8.080026228,Low,109,FALSE
3/18/2011,Caribbean Sea,15.96552676,-134.1899569,28.38159154,8.063163002,High,158,TRUE
3/25/2011,Maldives,3.182443696,99.90496268,30.76656715,8.086118808,High,120,FALSE
4/1/2011,Caribbean Sea,0.287819884,43.80393899,28.63594844,8.069689343,None,79,FALSE
4/8/2011,Great Barrier Reef,-6.263885238,50.45323115,28.73226421,8.065009298,None,90,FALSE
4/15/2011,Great Barrier Reef,-27.51449661,15.22933661,28.18371307,8.047890379,None,63,FALSE
4/22/2011,Great Barrier Reef,10.79387858,-92.44590216,30.10107783,8.050475347,Medium,121,FALSE
4/29/2011,Hawaiian Islands,-6.800942604,-188.4593388,29.29661721,8.127567523,High,152,FALSE
5/6/2011,South China Sea,-6.770542018,92.59476023,29.62306067,8.01590032,Medium,104,FALSE
5/13/2011,Great Barrier Reef,-15.50970064,-51.32485894,29.01137441,8.062494715,None,55,FALSE
5/20/2011,Caribbean Sea,-10.92403646,-88.60783681,28.6137094,8.080503929,None,60,FALSE
5/27/2011,Maldives,22.29372925,-69.74064115,28.71843954,8.106214376,None,161,FALSE
6/3/2011,Red Sea,28.40754233,142.4018814,25.92450668,7.96142104,High,130,FALSE
6/10/2011,Caribbean Sea,1.464819565,-51.83177771,27.01056809,8.023288636,None,57,FALSE
6/17/2011,Great Barrier Reef,-1.744444177,6.722512799,30.25928758,8.049083545,None,102,FALSE
6/24/2011,Galápagos,25.68114146,82.15630101,26.73721286,7.977021844,Medium,57,FALSE
7/1/2011,Hawaiian Islands,-12.35145167,-105.7556329,28.84320391,7.963003408,High,108,FALSE
7/8/2011,Maldives,-13.7462095,-4.734008192,29.03564424,8.092026402,Medium,91,FALSE
7/15/2011,Caribbean Sea,-12.3841593,-47.95916322,28.73527404,8.023072199,High,98,FALSE
7/22/2011,Galápagos,14.55453796,104.3031424,28.77820772,8.060730017,Medium,111,FALSE
7/29/2011,South China Sea,17.79800579,74.74506814,28.54594516,8.076081778,High,113,FALSE
8/5/2011,Red Sea,37.18966696,-211.5646524,26.71281909,8.049973397,Medium,105,FALSE
8/12/2011,Great Barrier Reef,20.70986759,-43.23816382,30.42577404,7.939296556,Low,103,FALSE
8/19/2011,Maldives,11.49247922,66.23840461,29.51299261,7.998476689,None,151,FALSE
8/26/2011,Galápagos,15.47948138,159.848105,28.26077524,7.998690228,Medium,112,FALSE
9/2/2011,Great Barrier Reef,9.205017523,7.898331861,30.53196273,8.12212113,Medium,114,FALSE
9/9/2011,Red Sea,-6.871029591,-46.18863684,28.41637508,8.008846084,None,142,TRUE
9/16/2011,Red Sea,6.796698695,68.40394682,26.02062016,8.073935191,Medium,133,FALSE
9/23/2011,Hawaiian Islands,7.053053849,3.123108261,27.57534869,8.055650474,None,150,FALSE
9/30/2011,Red Sea,5.092897105,-55.30634695,28.64600419,8.094512987,Low,129,FALSE
10/7/2011,Caribbean Sea,13.90252802,222.966381,29.70423289,8.014614887,High,138,FALSE
10/14/2011,Red Sea,5.889758822,64.63001415,28.31619257,8.10720234,Medium,76,TRUE
10/21/2011,Red Sea,14.49845705,164.7906253,28.70635097,8.019625778,Low,110,FALSE
10/28/2011,Caribbean Sea,26.13663961,225.7966906,26.51919532,8.019573384,Medium,69,TRUE
11/4/2011,South China Sea,18.86156041,-189.1959068,28.6839678,8.054985581,None,97,FALSE
11/11/2011,Red Sea,26.76696731,92.13050543,30.33774226,8.074303479,None,131,FALSE
11/18/2011,Caribbean Sea,-9.704180247,31.14675414,30.22585077,8.005353865,None,54,FALSE
11/25/2011,Caribbean Sea,6.858905306,-102.9371767,29.01093275,8.0492711,None,56,FALSE
12/2/2011,Red Sea,1.025387834,-87.11334599,28.60180881,7.992271911,Medium,119,TRUE
12/9/2011,Caribbean Sea,16.50057098,61.65838579,28.27074375,7.963551999,Medium,94,FALSE
12/16/2011,Maldives,19.6763491,-154.643679,28.1825488,8.118328019,High,137,TRUE
12/23/2011,Red Sea,12.44756694,101.266411,28.93733253,8.035429877,None,155,FALSE
12/30/2011,Great Barrier Reef,6.192065117,71.34360484,26.80579681,8.02793591,High,164,FALSE
1/6/2012,Galápagos,6.955010447,201.8399468,29.06413049,8.103780148,High,161,FALSE
1/13/2012,Hawaiian Islands,5.723971317,-42.70111038,28.43558543,8.066322784,Low,158,FALSE
1/20/2012,Maldives,8.539502894,-53.61322094,27.49534799,8.003699924,None,84,FALSE
1/27/2012,Great Barrier Reef,8.301074234,117.6218237,29.24461427,8.10238949,High,63,FALSE
2/3/2012,South China Sea,0.805735412,-89.96433056,28.80490848,7.99429625,None,164,TRUE
2/10/2012,Galápagos,-1.311656842,127.9504029,29.04941993,8.112335143,Low,136,FALSE
2/17/2012,Great Barrier Reef,2.197383708,126.8847015,25.32355443,8.032202856,None,77,FALSE
2/24/2012,South China Sea,18.50137185,-54.74842131,29.83277605,8.093886398,None,57,FALSE
3/2/2012,Caribbean Sea,12.50046917,-36.8204794,28.1721051,8.104670131,High,87,FALSE
3/9/2012,Galápagos,4.043894028,202.0284664,30.41940888,8.099742506,Medium,146,TRUE
3/16/2012,Caribbean Sea,11.03020574,-28.29639133,28.45483212,8.080290953,None,164,FALSE
3/23/2012,Hawaiian Islands,4.853292011,-46.66448394,25.90724292,8.106487302,None,82,FALSE
3/30/2012,South China Sea,-18.31526025,29.32603803,30.91949488,8.109027972,None,73,FALSE
4/6/2012,Great Barrier Reef,3.990654512,195.1314337,29.41879568,8.091408098,None,154,FALSE
4/13/2012,Galápagos,-4.424911965,-2.668445179,26.26539126,8.033233835,None,97,FALSE
4/20/2012,South China Sea,14.0226221,28.15012531,25.98577884,8.128031278,Low,103,FALSE
4/27/2012,Great Barrier Reef,15.97618599,-99.72910178,30.59570131,8.100671977,High,92,FALSE
5/4/2012,Caribbean Sea,7.649175699,-75.83109428,29.51113032,8.058593177,Low,106,FALSE
5/11/2012,Galápagos,4.410811589,-97.50782521,27.10494125,8.015389895,None,140,FALSE
5/18/2012,Hawaiian Islands,-6.575654027,124.2586848,28.23774014,7.902229065,High,86,FALSE
5/25/2012,South China Sea,23.14601879,42.21697918,28.19292266,8.044585895,None,93,FALSE
6/1/2012,South China Sea,14.60793018,161.453851,29.57326269,8.140235062,None,127,FALSE
6/8/2012,Caribbean Sea,-2.2910641,205.3721936,29.14343931,8.175992265,None,156,FALSE
6/15/2012,South China Sea,31.81022999,9.383312559,31.01771676,8.026507544,Low,58,FALSE
6/22/2012,Red Sea,-7.360801685,-78.24005008,28.91413636,8.084164067,Medium,167,FALSE
6/29/2012,Great Barrier Reef,5.707943033,33.26968174,27.12081311,8.175335979,None,164,FALSE
7/6/2012,Red Sea,11.87463784,2.820337131,25.31422051,7.978009068,Medium,132,FALSE
7/13/2012,Maldives,7.57314685,-98.99591101,28.87432403,8.014049317,High,79,FALSE
7/20/2012,Great Barrier Reef,0.700047747,123.6709029,28.44990967,7.995411423,Low,95,FALSE
7/27/2012,Hawaiian Islands,1.72963531,-135.9102704,27.88599432,8.076686102,None,147,FALSE
8/3/2012,Maldives,10.13276082,-18.860011,26.57785991,8.108388295,High,141,TRUE
8/10/2012,Hawaiian Islands,35.64685467,41.28025513,27.5556507,8.179082772,Medium,161,TRUE
8/17/2012,South China Sea,13.9208069,121.9117388,27.41469953,8.009928226,Medium,78,TRUE
8/24/2012,Maldives,28.36347794,-7.544836467,27.57359591,8.106326388,High,120,FALSE
8/31/2012,Galápagos,23.12124051,-60.94589471,29.33836308,8.174340033,High,65,TRUE
9/7/2012,Great Barrier Reef,-3.512459078,137.6949071,28.05814895,7.965847492,None,151,TRUE
9/14/2012,Maldives,11.55448964,128.8100895,28.3741285,8.059222453,Low,146,FALSE
9/21/2012,Maldives,15.22872021,69.29849531,29.66598406,8.090098416,Medium,56,FALSE
9/28/2012,Red Sea,3.909517924,43.87055556,26.12841128,8.114905459,None,133,FALSE
10/5/2012,Maldives,36.99930603,72.20964545,28.10686977,8.096538099,Low,114,FALSE
10/12/2012,Great Barrier Reef,-6.430884947,78.98602513,27.53572902,8.128384488,Medium,75,FALSE
10/19/2012,Maldives,5.16083567,-108.8386683,31.32345391,8.049085935,None,116,FALSE
10/26/2012,South China Sea,-28.33515202,-6.276668494,26.3301008,7.914085612,High,168,TRUE
11/2/2012,Hawaiian Islands,13.50475775,-89.15305373,27.58745973,8.10954062,High,89,FALSE
11/9/2012,Caribbean Sea,-1.68264843,46.05151301,28.81293933,8.022935316,High,155,FALSE
11/16/2012,Great Barrier Reef,-0.82926149,24.31131558,28.18094024,8.056284608,Low,60,FALSE
11/23/2012,Galápagos,31.7633472,37.17172579,29.10409531,8.01270175,Medium,115,FALSE
11/30/2012,South China Sea,-0.944853722,3.174689165,28.10617213,8.072697551,High,160,FALSE
12/7/2012,Maldives,5.76281486,-79.58822054,27.12870989,8.029508597,Low,62,FALSE
12/14/2012,Hawaiian Islands,3.798425044,3.526153956,30.19565927,8.124136477,Low,141,FALSE
12/21/2012,South China Sea,26.33966183,87.50641502,27.19201787,8.010898798,None,136,FALSE
12/28/2012,Red Sea,19.80628084,-26.24211607,30.16160811,8.030832733,None,139,FALSE
1/4/2013,Red Sea,2.493419522,27.23299395,29.54068352,7.96943272,High,153,FALSE
1/11/2013,South China Sea,-16.93880258,52.43689004,29.74045958,7.994494597,High,163,FALSE
1/18/2013,Caribbean Sea,30.44026391,-51.97146659,31.07133134,8.127813493,None,122,FALSE
1/25/2013,Red Sea,4.4844348,196.0296932,27.67445872,8.074419721,None,165,FALSE
2/1/2013,Red Sea,-9.258945732,-55.53745255,30.06927777,8.056145758,Medium,87,FALSE
2/8/2013,Great Barrier Reef,10.71714601,40.00893965,29.42801015,8.089190155,High,87,FALSE
2/15/2013,Galápagos,3.135750067,90.1089712,28.04190777,7.957702672,None,117,FALSE
2/22/2013,Red Sea,-28.88875703,56.46266656,29.09305432,8.022126295,High,159,FALSE
3/1/2013,Maldives,-3.497263634,-135.5194749,28.53766007,8.252224509,None,106,FALSE
3/8/2013,Maldives,3.533030564,-185.6342321,27.11893303,8.07138698,Medium,137,FALSE
3/15/2013,Great Barrier Reef,11.86059163,-7.453600772,28.61610289,8.110830434,Medium,115,TRUE
3/22/2013,Caribbean Sea,-3.858489215,-82.6605448,28.29364321,7.965982157,Medium,167,FALSE
3/29/2013,South China Sea,3.394144973,-50.03625484,28.2865201,8.143312155,Medium,156,FALSE
4/5/2013,South China Sea,1.766979782,85.54360798,26.68618028,7.992610633,Low,146,FALSE
4/12/2013,Hawaiian Islands,-6.50209629,-28.39287326,29.80606841,8.115045174,None,139,TRUE
4/19/2013,Great Barrier Reef,0.111454155,-29.55158911,27.27190263,8.058949686,Low,115,FALSE
4/26/2013,Galápagos,-13.26628462,18.46921172,29.16323663,8.070731034,Medium,157,FALSE
5/3/2013,Maldives,12.20392052,163.2949946,27.83278218,8.038531651,Low,63,FALSE
5/10/2013,Caribbean Sea,0.719892102,-114.2048953,26.09799209,8.094615832,Low,165,FALSE
5/17/2013,Galápagos,0.287559347,65.70274748,25.81073544,7.886902071,None,133,FALSE
5/24/2013,Caribbean Sea,25.501807,-63.9247527,27.78219699,8.113681369,Medium,147,FALSE
5/31/2013,Galápagos,15.26029783,60.58788159,28.84985368,8.051786779,None,166,FALSE
6/7/2013,Hawaiian Islands,7.240072753,47.49769551,29.57357937,7.986820745,Medium,110,TRUE
6/14/2013,Great Barrier Reef,12.19417946,98.95223617,28.64526076,8.011142332,None,80,FALSE
6/21/2013,Great Barrier Reef,2.112548546,36.56508063,27.68762954,7.986748637,None,146,TRUE
6/28/2013,Caribbean Sea,-8.41524241,43.59254561,26.71371078,8.020121129,High,81,FALSE
7/5/2013,Maldives,3.04565543,-37.4873547,31.18718696,8.061069921,High,135,FALSE
7/12/2013,Great Barrier Reef,-6.904322358,-117.3773418,27.78674798,8.00659409,Medium,103,FALSE
7/19/2013,Galápagos,-12.20741872,230.2663711,30.66767287,7.942173317,High,83,FALSE
7/26/2013,Maldives,-15.97290243,-3.879977613,31.27802068,8.03454777,None,110,TRUE
8/2/2013,South China Sea,-15.2297896,95.83477709,28.0372978,7.959362309,None,82,FALSE
8/9/2013,South China Sea,17.50393152,-51.74483282,29.46063398,8.044031386,None,59,FALSE
8/16/2013,Hawaiian Islands,17.881196,-67.08731477,29.53441504,8.000829798,Medium,116,FALSE
8/23/2013,Maldives,-1.803119154,139.167767,27.79378604,7.979446675,High,78,FALSE
8/30/2013,Red Sea,8.220249711,-62.10975981,28.1691021,8.042545507,Medium,161,FALSE
9/6/2013,Galápagos,0.369878483,66.91295974,29.54670757,8.032478265,Low,134,FALSE
9/13/2013,Hawaiian Islands,15.08669409,47.6415746,29.08895141,7.974317856,Medium,87,FALSE
9/20/2013,Galápagos,6.40577375,185.4722362,29.02904274,8.045048264,Medium,121,FALSE
9/27/2013,South China Sea,11.54793901,-118.7516983,28.6818466,7.979951477,Low,63,FALSE
10/4/2013,Galápagos,17.01701741,64.50022527,29.77645801,8.055942961,High,117,FALSE
10/11/2013,Maldives,-1.203401998,93.91460635,27.410054,7.967937955,None,95,FALSE
10/18/2013,Great Barrier Reef,2.257042798,203.2448986,25.54324189,8.069693063,Medium,63,TRUE
10/25/2013,Red Sea,29.38263447,-170.9101629,29.43405082,8.073817918,Medium,72,FALSE
11/1/2013,Maldives,33.45696416,52.85239078,31.20994297,8.09547113,None,95,FALSE
11/8/2013,Hawaiian Islands,9.491781658,-4.544083264,28.10862434,8.033434224,None,113,FALSE
11/15/2013,Hawaiian Islands,24.60390394,-150.5930283,27.32834667,7.997849306,Low,130,FALSE
11/22/2013,Maldives,10.60843423,96.48207303,28.35972352,8.004246868,None,148,FALSE
11/29/2013,Hawaiian Islands,11.22679646,128.8269788,29.7905478,7.952522742,Medium,142,TRUE
12/6/2013,Hawaiian Islands,0.531482299,64.69324643,29.01730463,7.996809912,High,69,TRUE
12/13/2013,Caribbean Sea,26.91012226,-69.67575785,28.67047112,7.929800855,High,71,FALSE
12/20/2013,South China Sea,2.51555266,35.61900297,29.13802388,8.123164003,High,159,FALSE
12/27/2013,Caribbean Sea,22.37488871,-25.02216014,30.01573623,7.862774591,Medium,63,FALSE
1/3/2014,Maldives,1.77415122,-11.99062499,30.29734277,8.105520201,Medium,54,FALSE
1/10/2014,Red Sea,11.75582638,-177.3565693,28.38349359,8.037892901,None,135,TRUE
1/17/2014,Caribbean Sea,4.272191209,-174.9031448,29.27589131,8.061153541,High,84,FALSE
1/24/2014,Great Barrier Reef,-2.091608858,1.388698045,29.8984032,8.059614712,Low,78,FALSE
1/31/2014,South China Sea,19.07193607,45.48201968,27.38628706,8.041196974,None,93,FALSE
2/7/2014,Hawaiian Islands,22.61900641,122.5091675,29.61165938,7.943935975,High,100,FALSE
2/14/2014,Caribbean Sea,-3.236949778,2.421300773,28.171365,8.158304325,High,68,FALSE
2/21/2014,Red Sea,8.07696615,-204.3915291,25.72776204,7.981345571,Low,133,TRUE
2/28/2014,South China Sea,14.3319193,-63.71085247,30.60446365,8.033515161,None,91,FALSE
3/7/2014,Red Sea,12.79363219,-60.15806096,31.19437293,8.015668073,Medium,74,FALSE
3/14/2014,Hawaiian Islands,4.205912882,-129.3089432,27.78945139,8.040465173,None,75,FALSE
3/21/2014,Hawaiian Islands,11.31592898,-74.88694364,27.41685599,8.082198445,High,56,FALSE
3/28/2014,Great Barrier Reef,8.61634703,-10.13753206,28.44973185,8.138189851,None,110,FALSE
4/4/2014,Maldives,4.08483281,-131.2113553,26.24845185,8.005759643,Medium,162,FALSE
4/11/2014,Red Sea,32.59902133,15.6540483,29.32628315,8.060763163,Low,117,FALSE
4/18/2014,Maldives,3.860797753,-122.6373279,28.40907276,8.031910685,None,111,FALSE
4/25/2014,South China Sea,23.56383207,45.86389672,26.97732264,8.023807991,Medium,146,FALSE
5/2/2014,Great Barrier Reef,6.940482442,2.940527556,29.04578637,8.098849444,Medium,158,FALSE
5/9/2014,Galápagos,21.30531977,2.464071123,29.30746953,8.074441011,High,55,FALSE
5/16/2014,Great Barrier Reef,30.64348086,44.42347048,28.0635684,8.051906499,None,130,FALSE
5/23/2014,South China Sea,15.31268109,1.731443612,26.57084169,8.017701537,High,163,FALSE
5/30/2014,Galápagos,-12.11252519,-130.8120715,29.17014099,7.98973177,None,131,FALSE
6/6/2014,South China Sea,14.05538299,-14.81976525,31.8089729,7.890944329,None,115,FALSE
6/13/2014,South China Sea,10.52264144,-19.89494566,29.89251488,7.953922939,High,82,FALSE
6/20/2014,Galápagos,10.50133884,-123.9319895,29.42760473,8.068839039,Medium,92,FALSE
6/27/2014,Red Sea,10.13990838,205.0328561,28.45136288,8.082699016,Low,110,TRUE
7/4/2014,Great Barrier Reef,26.90016677,-44.25075544,27.67974777,7.995941343,None,68,FALSE
7/11/2014,Caribbean Sea,8.122656384,36.81615493,26.29149475,8.040835908,High,131,FALSE
7/18/2014,Maldives,3.420031049,73.15564139,25.24304536,8.145544501,None,90,FALSE
7/25/2014,South China Sea,27.13621344,-32.86220677,29.22198085,7.944371286,None,114,FALSE
8/1/2014,South China Sea,-8.535473361,-75.23866428,26.70573574,8.097736381,Low,162,FALSE
8/8/2014,Caribbean Sea,13.25761153,168.0164926,27.86393574,8.041433175,Medium,112,FALSE
8/15/2014,Maldives,0.191074149,-31.02722419,28.68729019,7.979964928,Low,152,FALSE
8/22/2014,Caribbean Sea,9.496866354,22.39555268,28.64944147,8.098123781,Medium,90,TRUE
8/29/2014,Red Sea,-4.204745663,8.153094694,29.22664914,8.000250279,Medium,54,FALSE
9/5/2014,Red Sea,6.760633313,75.19823222,27.4855763,7.991337456,High,167,FALSE
9/12/2014,Hawaiian Islands,11.44156046,228.9193211,28.52991365,8.138429512,Low,79,FALSE
9/19/2014,Great Barrier Reef,3.066574664,32.43682551,29.48587065,8.104964568,Medium,159,TRUE
9/26/2014,Galápagos,-4.445908157,31.15134973,29.0345873,8.093545445,High,165,FALSE
10/3/2014,Caribbean Sea,-2.189448574,-71.19099439,27.84631973,8.079043512,Medium,134,FALSE
10/10/2014,Great Barrier Reef,4.829980924,190.2281352,26.35488015,8.057164559,Medium,76,FALSE
10/17/2014,Caribbean Sea,15.77516666,79.06907717,28.23899537,8.078803837,None,103,FALSE
10/24/2014,Galápagos,-21.38480688,214.3723733,27.0472531,8.085607838,None,68,FALSE
10/31/2014,Great Barrier Reef,0.223245619,171.8522152,28.89033017,8.032424756,None,107,FALSE
11/7/2014,Caribbean Sea,17.32292947,-132.9411345,29.67033549,7.959346563,Low,138,FALSE
11/14/2014,South China Sea,4.649208445,-18.73088083,27.63415026,8.022539303,High,132,FALSE
11/21/2014,Galápagos,10.63240042,-63.85631186,31.36093208,8.025703419,None,110,TRUE
11/28/2014,South China Sea,11.55966262,-55.13124991,29.52030324,7.995794209,Low,158,FALSE
12/5/2014,Hawaiian Islands,9.627606869,-33.54503989,29.97019829,8.103421697,High,70,FALSE
12/12/2014,Maldives,-14.7736149,-90.40037614,28.49041218,8.017420164,High,134,FALSE
12/19/2014,Great Barrier Reef,19.24711062,-46.2214978,28.47615575,7.98749867,None,169,FALSE
12/26/2014,South China Sea,22.62590896,-6.636336957,26.39235988,8.061614144,Medium,143,FALSE
1/2/2015,Caribbean Sea,-12.22488401,76.62097315,27.55787157,8.043477665,High,95,TRUE
1/9/2015,South China Sea,-15.78680643,-79.0688997,29.44484971,8.005863958,High,58,FALSE
1/16/2015,South China Sea,-2.975526006,-109.6310061,29.7500059,8.017272913,Low,112,FALSE
1/23/2015,Red Sea,25.35692479,-1.537616434,30.29464805,8.006672715,None,117,TRUE
1/30/2015,Great Barrier Reef,-29.3405994,-48.19635001,25.66689843,8.046057523,Medium,74,TRUE
2/6/2015,Great Barrier Reef,-7.234142722,25.19214317,28.92652052,8.019964556,Medium,170,FALSE
2/13/2015,Maldives,28.22186404,-57.69787842,30.32723953,8.030130384,Low,94,FALSE
2/20/2015,Red Sea,-2.870055162,-91.47927253,27.32738999,7.982416684,None,147,FALSE
2/27/2015,Great Barrier Reef,22.84271467,-41.94403952,30.17586076,7.977144796,High,140,FALSE
3/6/2015,Maldives,2.928036612,-204.5538451,29.44872294,8.004424721,Low,135,FALSE
3/13/2015,Caribbean Sea,5.308898084,45.57079087,27.69059463,8.032527041,High,130,FALSE
3/20/2015,Maldives,-16.06785437,104.8805453,26.96389513,8.000340846,Medium,133,FALSE
3/27/2015,Maldives,3.290940011,-136.4845067,27.81456381,8.080356254,None,167,FALSE
4/3/2015,Hawaiian Islands,16.57292824,-24.61163499,30.12640977,8.010219968,None,123,FALSE
4/10/2015,Caribbean Sea,-4.968906838,48.14392007,26.6673133,8.017803777,None,61,FALSE
4/17/2015,South China Sea,23.71430757,155.0425218,29.30599892,8.075052566,High,68,FALSE
4/24/2015,South China Sea,19.52760829,68.43998963,29.27170073,8.13711605,Medium,72,FALSE
5/1/2015,Maldives,-0.176412454,124.3424611,28.88233498,8.078159118,Medium,132,FALSE
5/8/2015,Caribbean Sea,-4.726940725,-163.648382,30.3885979,7.936942437,None,70,FALSE
5/15/2015,Great Barrier Reef,10.72069218,-25.01274672,28.0147301,8.05696022,High,57,FALSE
5/22/2015,Red Sea,-12.19101692,98.29871958,27.6638968,7.871497759,High,122,FALSE
5/29/2015,Caribbean Sea,-5.857049406,0.540356634,29.8238445,8.061869078,None,129,FALSE
6/5/2015,Red Sea,-3.811304173,-103.5806126,29.83118965,8.043449218,High,100,FALSE
6/12/2015,Red Sea,29.29339678,1.62663651,29.72691215,8.000853817,Low,138,FALSE
